esm.rowID.w1,esm.IDnum.w1,esm.startDateTime.w1,esm.endDateTime.w1,esm.PRO01.w1,esm.PRO02.w1,esm.PRO03.w1,esm.PRO04.w1,esm.PRO05.w1,esm.PRO06.w1,esm.PRO07.w1,esm.PRO08.w1,esm.PRO09.w1,esm.OR.w1,esm.NQ11.w1,esm.NQ12.w1,esm.EXT.w1,esm.AGR.w1,esm.CON.w1,esm.NEU.w1,esm.NQ01.w1,esm.BFI37.w1,esm.BFI21.w1,esm.BFI23.w1,esm.BFI09.w1,esm.NQ09.w1,esm.NQ07.w1,esm.BFI04.w1,esm.NQ33.w1,esm.BFI36.w1,esm.BFI32.w1,esm.BFI13.w1,esm.BFI19.w1,esm.BH01.w1,esm.BH02.w1,esm.ACT12.w1,esm.BH03.w1,esm.BH04.w1,esm.BH05.w1,esm.BH06.w1,esm.BH07.w1,esm.ACT13.w1,esm.ACT18.w1,esm.BH08.w1,esm.ACT06.w1,esm.ACT39.w1,esm.ST01.w1,esm.ST02.w1,esm.ST03.w1,esm.ST04.w1,esm.AGQ13.w1,esm.ST06.w1,esm.ST07.w1,esm.ERQ02.w1,esm.ST09.w1,esm.ST10.w1,esm.ST11.w1,esm.ST12.w1,esm.ST13.w1,esm.ST14.w1,esm.ST15.w1,esm.ST16.w1,esm.ST17.w1,esm.ST18.w1,esm.ST19.w1,esm.ST20.w1,esm.ST21.w1,esm.ST22.w1,esm.ST23.w1,esm.ST24.w1,esm.ERQ02.d.w1,esm.ERQ05.d.w1,esm.ERQ06.d.w1,esm.ERQ08.d.w1,esm.i1.NOM20.d.w1,esm.CESD01.w1,esm.CESD02.w1,esm.CESD03.w1,esm.CESD04.w1,esm.CESD05.w1,esm.CESD06.w1,esm.CESD07.w1,esm.CESD08.w1,esm.CESD09.w1,esm.CESD10.w1
R_cIIRjv7p5H3G1N3,10516,(11/22/13 12:19:49),(11/22/13 12:22:08),30,1,1,4,1,5,0,139,NA,In class ,3,3,2.5,3,3.5,2.33333333333333,3,2,3,2,2,3,2,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,1,3,3,2,5,2,0,1,3,3,2,2,2,0,0,1,1,NA,NA,3,4,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6VEl4ljL2csApQ9,10516,(11/23/13 12:01:36),(11/23/13 12:03:26),30,1,1,5,1,6,1,110,NA,meeting and doing homework,3,1,2,3.5,3.5,1,3,2,4,3,5,4,3,1,3,2,3,4,1,0,1,0,0,0,0,0,0,0,0,3,2,1,3,3,0,1,3,5,2,3,3,0,0,3,1,NA,NA,2,3,2,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0TaUhWsyhAyPMgZ,10516,(11/23/13 15:07:48),(11/23/13 15:09:26),30,2,2,5,2,6,1,98,NA,Studying ,2,3,1,NA,3.5,2.33333333333333,3,NA,5,2,3,3,3,1,1,1,NA,3,3,0,1,0,0,0,0,0,0,0,0,4,NA,3,4,3,0,0,5,2,2,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_426SQRWbKp69zDL,10516,(11/23/13 19:10:32),(11/23/13 19:11:42),30,3,3,5,3,6,1,70,NA,working,2,3,1,NA,3.5,2.33333333333333,2,NA,5,2,3,2,2,2,4,1,NA,3,2,0,1,0,0,0,0,0,0,0,0,3,NA,3,3,2,0,0,3,4,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5A3FricPRsK9MY5,10516,(11/24/13 14:04:34),(11/24/13 14:06:38),30,1,1,6,1,7,1,124,NA,"eating breakfast, going to work",4,3,2,3.5,3,1.66666666666667,4,2,4,3,5,3,3,1,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,3,4,1,4,3,0,1,4,2,3,3,3,0,0,1,1,NA,NA,5,5,3,3,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5uUM1ZzLemseRfv,10516,(11/24/13 18:19:54),(11/24/13 20:35:52),30,3,3,6,2,7,1,8158,NA,In sorority chapter,4,1,4,4,4.5,1.33333333333333,4,2,2,1,4,4,4,1,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,3,3,1,5,4,0,1,4,4,4,3,3,0,0,3,1,NA,NA,4,5,3,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0SBDzKo4x6x3Igt,10516,(11/24/13 21:00:52),(11/24/13 21:03:46),30,4,4,6,3,7,1,174,NA,In a meeting for est,3,1,3.5,3,4.5,2,4,3,3,1,3,4,4,1,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,0,1,4,4,4,3,3,0,0,3,1,NA,NA,5,5,3,3,4,0,0,0,1,3,4,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7NXG8SWICO2UTnn,10516,(11/25/13 12:10:00),(11/25/13 12:12:41),30,1,1,7,1,1,0,161,NA,In the suite and going to class,4,1,4,4,4.5,1.66666666666667,4,2,2,1,4,4,4,1,1,4,4,4,2,1,0,0,0,0,0,0,0,0,1,3,4,2,4,4,0,1,4,4,4,3,4,0,0,3,1,NA,NA,5,5,3,4,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eLLcgE9iiidfHg1,10516,(11/25/13 15:07:58),(11/25/13 17:34:01),30,2,2,7,2,1,0,8763,NA,In class and eating lunch,3,3,2.5,3.5,4,2,3,2,4,2,3,4,3,1,1,3,3,4,2,0,0,0,0,0,0,0,0,0,1,4,3,2,4,3,0,1,3,3,3,3,3,0,0,1,1,NA,NA,3,4,3,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ezY355C9jscaFX7,10516,(11/25/13 18:10:57),(11/25/13 18:12:45),30,3,3,7,3,1,0,108,NA,"watching tv, painting my nails",3,2,2,3,3.5,1.33333333333333,3,2,3,2,5,3,3,1,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,2,3,1,5,5,0,1,2,2,3,3,5,0,0,1,1,NA,NA,5,5,3,3,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ereW6JkQ2SOx1KB,10516,(11/25/13 21:00:28),(11/25/13 21:02:53),30,4,4,7,4,1,0,145,NA,"eating dinner, doing work",4,2,3,2.5,3.5,1.33333333333333,4,3,3,3,4,3,4,1,1,3,2,4,1,0,1,1,0,0,0,0,0,0,0,2,5,1,4,4,0,1,4,4,4,3,4,0,0,2,1,NA,NA,5,5,3,3,5,0,0,1,1,2,4,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_aWZnJ8g9RrpayoJ,10516,(11/26/13 14:54:45),(11/26/13 14:57:08),30,1,1,8,1,2,0,143,NA,Packed for break with my roommate,5,1,4.5,4,4,1,5,1,2,2,5,4,5,1,1,5,3,4,1,1,0,1,0,0,0,0,0,0,0,2,4,1,4,5,0,1,3,5,5,1,5,0,0,1,1,NA,NA,5,5,3,3,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9GiMdFf6yLojTA9,10516,(11/26/13 20:16:07),(11/26/13 20:18:22),30,3,3,8,2,2,0,135,NA,Are dinner with a friend and caught a shuttle to the airport,4,3,3.5,4,2.5,2.33333333333333,4,2,3,3,3,3,4,1,1,4,4,2,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,1,3,4,4,3,2,0,0,1,1,NA,NA,5,5,3,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0kPkDUaDn3AKPQh,10516,(11/27/13 17:39:29),(11/27/13 17:41:30),30,2,2,9,1,3,0,121,NA,Doing homework in panera,3,2,1,4,5,1.66666666666667,3,1,5,1,3,4,3,1,1,1,3,5,1,0,1,1,0,0,0,0,0,0,0,5,NA,2,4,3,0,1,5,2,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8wDKIahX8IIVrMx,10516,(11/27/13 23:08:30),(11/27/13 23:10:23),30,4,4,9,1,3,0,113,NA,Waiting at my gate in the airport,4,2,2.5,3.5,4,2.66666666666667,3,2,5,2,2,4,4,1,2,4,3,4,3,0,0,0,0,0,0,0,0,0,0,3,NA,3,3,5,0,1,4,2,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1B2qj1HSnHJelcF,10516,(11/30/13 12:00:16),(11/30/13 12:02:12),30,1,1,12,1,6,1,116,NA,Black Friday shopping ,4,2,3,3,4.5,2.66666666666667,4,3,3,1,2,4,4,1,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,0,1,2,1,4,2,3,0,0,1,1,NA,NA,5,5,2,4,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6SEKx8KLCJSa9Y9,10516,(11/30/13 23:07:42),(11/30/13 23:10:02),30,4,4,12,2,6,1,140,NA,Watching a movie with family ,4,2,3,3.5,2.5,1.66666666666667,4,2,3,4,4,4,5,1,1,3,3,3,2,0,0,0,0,0,0,0,0,1,0,3,4,1,4,5,0,1,2,4,4,3,5,0,0,3,1,NA,NA,5,5,3,3,3,1,0,0,0,3,3,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bORvDlZxY29xVD7,10516,(12/01/13 22:23:25),(12/01/13 22:24:55),30,4,4,13,1,7,1,90,NA,driving back to campus,3,3,2.5,3,3,2.66666666666667,2,3,3,3,3,3,3,2,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,0,1,3,2,2,3,2,0,0,2,1,NA,NA,2,3,3,2,3,0,0,0,0,3,4,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_a33IPpn27b9JrBX,10516,(12/02/13 12:01:18),(12/02/13 12:17:04),30,1,1,14,1,1,0,946,NA,Studying ,3,3,1,NA,5,3,3,NA,5,1,2,3,3,1,1,1,NA,5,4,1,1,1,0,0,0,0,0,0,0,4,NA,4,5,2,0,0,5,1,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b7rzpDGo3CFAoKN,10516,(12/03/13 16:26:09),(12/03/13 16:28:19),30,2,2,15,1,2,0,130,NA,running,4,1,1,NA,4.5,1.66666666666667,5,NA,5,1,3,5,4,1,1,1,NA,4,1,0,0,1,0,0,0,0,0,0,0,5,NA,1,5,5,0,0,2,2,1,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cIN69yAzvoZQfD7,10517,(11/20/13 15:57:06),(11/20/13 17:58:45),56,6,NA,1,0,3,0,7299,NA,Doing the PAIRS Surveys and 1st Interview,2,2,1.5,4.5,3,3.33333333333333,3,1,5,3,2,2,2,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0,0,NA,5,2,1,3,1,1,1,3,1,2,3,0,0,2,1,NA,NA,1,3,1,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_38DD1nRIqtX91Zj,10517,(11/20/13 18:46:01),(11/20/13 18:50:10),56,3,3,1,1,3,0,249,NA,Doing the PAIRS surveys and interviews.,2,4,3,4.5,4,3,4,1,2,2,3,2,3,4,4,2,4,4,2,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3,1,1,1,3,1,2,4,0,0,2,1,NA,NA,1,3,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7OnUaBwUGl2mlTL,10517,(11/20/13 21:03:55),(11/20/13 21:07:37),56,4,4,1,2,3,0,222,NA,Watching basketball in my room.,4,3,2,NA,1.5,1.66666666666667,3,NA,5,5,5,3,3,3,4,3,NA,2,1,1,0,0,1,0,0,0,0,1,0,2,NA,2,5,4,0,0,2,5,1,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0Jr53StEkIMv6XX,10517,(11/21/13 12:03:41),(11/21/13 12:10:09),56,1,1,2,1,4,0,388,NA,In class. Ate lunch afterwards.,4,3,2.5,3.5,3,1.66666666666667,3,3,4,4,4,3,4,1,2,3,4,4,2,0,1,0,1,0,0,0,0,0,1,4,1,2,5,4,0,1,5,4,3,3,4,0,0,3,1,NA,NA,5,4,2,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8HSswhxPduBOtAV,10517,(11/21/13 15:11:26),(11/21/13 15:16:51),56,2,2,2,2,4,0,325,NA,In class. In computer lab.,2,2,2,3.5,3,2.66666666666667,3,2,5,3,3,2,3,3,2,3,3,3,2,0,1,1,0,0,0,0,0,0,1,3,2,4,5,2,0,1,3,3,3,5,2,0,0,4,1,NA,NA,4,4,2,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2bs8Y2ro3nX7gax,10517,(11/21/13 18:01:33),(11/21/13 18:04:48),56,3,3,2,3,4,0,195,NA,Studying. Watching TV.,2,4,1,4.5,3.5,2.66666666666667,2,1,5,2,3,2,2,3,5,1,4,3,2,1,1,0,1,0,0,0,0,1,0,4,3,4,5,2,0,1,1,2,1,5,5,0,0,1,1,NA,NA,3,4,4,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_40M8GB5z1K1rT8x,10517,(11/21/13 21:01:00),(11/21/13 21:04:08),56,4,4,2,4,4,0,188,NA,Doing homework. Watching basketball.,2,3,1.5,NA,3,3.33333333333333,4,NA,5,4,3,2,2,3,4,2,NA,4,4,1,1,0,1,0,0,0,0,1,0,5,NA,3,5,4,1,0,4,4,1,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e4eYLJvd1YtN4TX,10517,(11/22/13 12:00:38),(11/22/13 12:03:13),56,1,1,3,1,5,0,155,NA,Reflecting on the semester in my room,2,5,1,NA,2.5,4.33333333333333,3,NA,5,4,2,1,2,5,5,1,NA,3,4,1,0,0,1,0,0,0,0,0,0,3,NA,5,3,1,1,0,1,1,1,2,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ddm2smC7N2yrNLT,10517,(11/22/13 15:01:21),(11/22/13 15:06:15),56,2,2,3,2,5,0,294,NA,Watching TV still reflecting on the week.,2,4,1.5,4,2.5,3.66666666666667,3,1,5,4,2,1,2,5,4,2,3,3,2,1,0,1,1,0,0,0,0,1,0,4,2,4,3,1,1,1,1,2,2,4,4,0,0,1,1,NA,NA,5,3,4,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7WkHNbBzBjml8gd,10517,(11/22/13 18:06:24),(11/22/13 18:13:08),56,3,3,3,3,5,0,404,NA,Attended ABS and NSBE meetings.,5,1,4,4.5,4,2,4,2,2,2,4,4,4,2,1,4,5,4,2,0,0,0,1,0,0,0,0,0,0,3,2,1,5,5,0,1,2,5,4,4,4,1,0,4,1,interacted with people I haven't seen in a while,NA,5,5,2,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5uPNLVCcHYFb1DT,10517,(11/22/13 21:01:18),(11/22/13 21:08:44),56,4,4,3,4,5,0,446,NA,Talking to a close friend.,2,5,4,4.5,3.5,3.33333333333333,5,1,1,2,3,2,2,4,2,3,4,3,3,0,0,0,0,0,0,0,0,1,0,3,5,2,4,4,0,1,2,3,5,1,5,0,0,1,1,NA,NA,5,5,5,5,5,0,0,0,1,1,3,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6QpRriCo1hCKXOd,10517,(11/23/13 12:00:42),(11/23/13 12:03:23),56,1,1,4,1,6,1,161,NA,Doing laundry. Cleaning room. Walking to library.,3,3,2.5,4,4,2,5,2,4,3,4,3,3,2,3,3,4,5,2,1,0,1,0,1,0,0,0,0,0,5,2,1,5,4,0,1,2,4,3,4,5,0,0,2,1,NA,NA,4,3,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cOdntmtL85dWgBf,10517,(11/23/13 15:25:05),(11/23/13 15:27:40),56,2,2,4,2,6,1,155,NA,Studying in the library with a friend.,3,2,3.5,4,4,1.66666666666667,5,2,3,3,4,4,4,2,2,4,4,5,1,0,1,1,1,0,0,0,0,0,0,5,1,2,4,4,0,1,5,4,4,4,3,0,0,1,1,NA,NA,5,5,2,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eWNzKGbppWJZlPf,10517,(11/23/13 18:02:09),(11/23/13 18:09:39),56,3,3,4,3,6,1,450,NA,Finishing an assignment. Getting ready for dinner.,2,2,2.5,4,3,2.33333333333333,3,2,4,3,4,2,3,3,3,3,4,3,2,1,1,1,1,0,0,0,0,0,0,4,2,2,4,4,0,1,2,4,2,4,4,0,0,3,1,NA,NA,4,4,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8pNwSoW5Kvn23DD,10517,(11/23/13 21:00:49),(11/23/13 21:04:12),56,4,4,4,4,6,1,203,NA,Cleaning up after dinner.,3,3,2,4.5,3.5,2.33333333333333,4,1,4,3,3,3,4,2,4,2,4,4,2,0,0,1,1,0,0,1,0,0,0,4,1,2,3,3,0,1,2,4,2,4,3,0,0,2,1,NA,NA,4,4,4,4,2,0,0,0,0,5,1,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bjSOMyvSSVVoOSp,10517,(11/24/13 12:34:39),(11/24/13 12:38:12),56,1,1,5,1,7,1,213,NA,Tutoring students in calc 2.,4,2,4.5,4.5,5,2,3,2,1,1,3,4,4,2,1,4,5,5,1,0,0,0,0,0,0,1,0,0,0,5,2,2,5,4,0,1,3,5,3,5,2,1,0,4,1,students showed appreciation to me tutoring,NA,4,3,5,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ebVmn794EKThafP,10517,(11/24/13 15:00:59),(11/24/13 15:03:15),56,2,2,5,2,7,1,136,NA,Studying with friends.,3,2,3,4,4.5,2.33333333333333,4,2,3,2,3,4,4,2,2,3,4,5,2,0,1,1,1,0,0,0,1,0,0,5,2,2,4,4,0,1,5,4,4,4,3,0,0,2,1,NA,NA,4,5,3,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_07Mocvcc5MPm1GR,10517,(11/24/13 18:01:19),(11/24/13 18:03:52),56,3,3,5,3,7,1,153,NA,Watching YouTube videos.,3,2,2,NA,4,1.66666666666667,3,NA,4,3,4,3,3,2,3,2,NA,5,1,1,1,1,1,0,0,0,0,1,0,3,NA,1,5,4,1,0,2,3,1,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3Xfjz1JBt70GXvD,10517,(11/24/13 21:03:45),(11/24/13 21:07:09),56,4,4,5,4,7,1,204,NA,Watching inspiring videos. Philosophical discussions with Kyle.,3,3,1.5,3.5,3.5,2.33333333333333,3,2,5,4,3,3,3,3,3,2,3,5,1,1,1,1,1,0,0,0,0,1,0,3,3,2,4,3,1,1,2,3,2,4,5,0,0,2,1,NA,NA,5,3,5,3,4,0,0,1,0,5,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3pD2k7vQeRMY40l,10517,(11/25/13 12:18:34),(11/25/13 12:26:19),56,1,1,6,1,1,0,465,NA,Talking to friends. Helping friends with homework.,4,2,4,4.5,4.5,2,4,2,2,2,3,4,5,2,1,4,5,5,1,0,1,0,0,0,0,1,0,0,1,4,1,3,5,4,0,1,5,5,3,4,3,0,0,4,1,NA,NA,5,5,4,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6fhNZz6UwLy25wx,10517,(11/25/13 15:33:48),(11/25/13 15:38:21),56,2,2,6,2,1,0,273,NA,Talking and eating lunch with friends.,3,3,3.5,3.5,4,2,4,2,3,2,3,3,3,2,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,0,1,1,4,3,2,3,0,0,3,1,NA,NA,5,4,4,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2t4bWG97jFcMWVf,10517,(11/25/13 18:05:34),(11/25/13 18:08:34),56,3,3,6,3,1,0,180,NA,Walk back from class. Doing homework.,2,4,1.5,NA,4,2.66666666666667,3,NA,5,3,4,3,2,4,4,2,NA,5,2,1,1,1,1,0,0,0,0,1,0,4,NA,2,5,3,0,0,2,5,1,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1OeDXW23hoHqfWZ,10517,(11/25/13 21:00:57),(11/25/13 21:04:22),56,4,4,6,4,1,0,205,NA,Watching basketball. Packing to go home for break.,2,3,1.5,4.5,2.5,2,4,1,5,5,4,3,2,3,4,2,4,4,1,1,0,0,1,0,0,0,0,1,0,4,1,1,4,3,1,1,1,4,1,5,4,0,0,1,1,NA,NA,5,4,5,3,3,0,0,1,0,2,3,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b3EbdmuDnIvQ5ZX,10517,(11/26/13 12:49:26),(11/26/13 12:53:03),56,1,1,7,1,2,0,217,NA,Waiting for the Mega Bus  to arrive. ,4,2,3.5,4.5,3.5,3.33333333333333,5,1,3,3,2,4,4,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,2,4,2,2,0,1,1,5,3,5,5,0,0,2,1,NA,NA,3,4,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cxdMtuMgyFPaAOV,10517,(11/26/13 18:28:37),(11/26/13 18:33:25),56,3,3,7,2,2,0,288,NA,Driving back with family.,4,2,3,5,4,2,5,1,3,2,3,4,5,1,2,3,5,4,2,0,0,0,0,0,0,0,0,0,0,4,2,2,4,5,0,1,1,5,4,3,3,0,0,2,1,NA,NA,5,5,5,5,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_emISINrOhvjvkKp,10517,(11/26/13 21:38:55),(11/26/13 21:41:52),56,4,4,7,3,2,0,177,NA,Talking with family.,4,2,2.5,5,3,1.33333333333333,5,1,3,4,5,4,4,2,2,2,5,4,1,1,0,0,1,0,0,0,0,1,0,5,2,1,5,5,1,1,1,4,5,4,4,0,0,3,1,NA,NA,5,5,5,5,4,1,0,0,0,4,2,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8ufZaan1YjIf9vn,10517,(11/27/13 12:06:31),(11/27/13 12:09:11),56,1,1,8,1,3,0,160,NA,Watching TV with mom.,3,2,2.5,5,3,1.33333333333333,3,1,3,5,5,4,4,2,2,2,5,5,1,1,1,0,1,0,0,0,0,1,0,5,3,1,5,4,0,1,3,4,5,4,3,0,0,2,1,NA,NA,5,5,4,5,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_02Q2p5Yh4tZcGhf,10517,(11/27/13 15:26:55),(11/27/13 15:34:03),56,2,2,8,2,3,0,428,NA,Watching TV. ,3,2,1.5,4.5,2,1.33333333333333,3,1,4,5,5,3,3,2,3,1,4,3,1,1,0,1,1,0,0,0,0,1,0,5,2,1,5,4,1,1,2,4,2,5,5,0,0,2,1,NA,NA,5,5,5,4,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_09xohnzbh9vAp9z,10517,(11/27/13 19:49:18),(11/27/13 19:51:27),56,3,3,8,3,3,0,129,NA,Playing games with brother,5,2,3,3.5,3,1.33333333333333,4,3,3,3,5,4,4,2,2,3,4,3,1,1,0,0,1,0,0,0,0,0,0,3,2,2,5,5,0,1,1,5,4,4,5,0,0,1,1,NA,NA,5,5,5,3,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3sGo8iVDqpDRp4x,10517,(11/27/13 21:11:24),(11/27/13 21:13:26),56,4,4,8,4,3,0,122,NA,Watching videos,3,2,1,NA,2,1.33333333333333,3,NA,5,5,5,4,3,2,3,1,NA,3,1,1,0,1,1,0,0,0,0,1,0,3,NA,1,5,4,1,0,1,2,1,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,5,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bkgICsDM3VP1KM5,10517,(11/28/13 12:03:06),(11/28/13 12:07:47),56,1,1,9,1,4,0,281,NA,Seeing family.,4,1,4,5,4.5,1.33333333333333,5,1,3,1,4,4,4,1,2,5,5,4,1,0,0,0,1,0,0,0,0,0,0,4,2,1,5,5,0,1,1,5,5,5,3,0,0,4,1,NA,NA,5,5,4,5,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3gWciGKhw7Zhood,10517,(11/28/13 15:13:13),(11/28/13 15:18:30),56,2,2,9,2,4,0,317,NA,Eating thanksgiving dinner with family.,5,2,3.5,5,2,1.33333333333333,3,1,3,5,5,4,5,2,2,4,5,3,1,0,0,0,1,0,0,0,0,1,0,2,1,1,5,5,0,1,1,5,5,5,4,0,0,4,1,NA,NA,5,5,5,5,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3ELzduxuJQxsTKR,10517,(11/28/13 20:52:39),(11/28/13 20:54:59),56,3,3,9,3,4,0,140,NA,Christmas shopping with mom.,3,3,2.5,2.5,4.5,3.66666666666667,2,4,3,2,1,3,3,2,3,2,3,5,4,0,0,0,0,0,0,0,0,0,0,5,1,5,2,2,1,1,1,1,2,5,1,0,0,4,1,NA,NA,4,4,5,3,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
